idea_id,idea_description,industry,sub_industry,problem,target_audience,solution,technology,business_model,revenue_model,geographic_market,market_need,competition_level,source,source_url
IDEA-00163,"[DERIVED] Pwnie Express is a real, publicly-recorded SaaS company (category tags: Software) headquartered in United States.",SaaS,Software,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00164,"[DERIVED] CarveNiche is a real, publicly-recorded SaaS company (category tags: Software) headquartered in India.",SaaS,Software,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,India,Unknown - no external source,Medium (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00165,"[DERIVED] Nopical is a real, publicly-recorded Media & Entertainment company (category tags: Internet|News|Real Time) headquartered in United States.",Media & Entertainment,Internet|News|Real Time,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00166,"[DERIVED] Cord Project is a real, publicly-recorded Media & Entertainment company (category tags: Messaging|Mobile|Social Media) headquartered in United States.",Media & Entertainment,Messaging|Mobile|Social Media,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00167,"[DERIVED] Edgewood Ave is a real, publicly-recorded E-commerce company (category tags: E-Commerce|Marketplaces|Product Design) headquartered in United States.",E-commerce,E-Commerce|Marketplaces|Product Design,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00168,"[DERIVED] CrowdTunes is a real, publicly-recorded Media & Entertainment company (category tags: Cloud-Based Music|Gamification|Mobile) headquartered in United States.",Media & Entertainment,Cloud-Based Music|Gamification|Mobile,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00169,"[DERIVED] Curenci is a real, publicly-recorded SaaS company (category tags: Software) headquartered in United States.",SaaS,Software,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00170,"[DERIVED] MessageBunker is a real, publicly-recorded AI / Machine Learning company (category tags: Archiving|Email|Flash Storage|Messaging|SaaS|Web Tools) headquartered in United Kingdom.",AI / Machine Learning,Archiving|Email|Flash Storage|Messaging|SaaS|Web Tools,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United Kingdom,Unknown - no external source,Low (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00171,"[DERIVED] Empire Genomics is a real, publicly-recorded HealthTech company (category tags: Biotechnology|Health Care) headquartered in United States.",HealthTech,Biotechnology|Health Care,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00172,"[DERIVED] C.D. Barkley Insurance Agency is a real, publicly-recorded FinTech company (category tags: Finance) headquartered in United States.",FinTech,Finance,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00173,"[DERIVED] Cruiseo is a real, publicly-recorded TravelTech company (category tags: Travel & Tourism) headquartered in United Kingdom.",TravelTech,Travel & Tourism,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United Kingdom,Unknown - no external source,Medium (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00174,"[DERIVED] TRUE linkswear is a real, publicly-recorded E-commerce company (category tags: E-Commerce) headquartered in United States.",E-commerce,E-Commerce,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00175,"[DERIVED] Cambrian House is a real, publicly-recorded SaaS company (category tags: Crowdsourcing|Software) headquartered in Canada.",SaaS,Crowdsourcing|Software,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Canada,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00176,"[DERIVED] Regalister is a real, publicly-recorded SaaS company (category tags: Apps|Information Technology|Internet|Software) headquartered in Italy.",SaaS,Apps|Information Technology|Internet|Software,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Italy,Unknown - no external source,Medium (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00177,"[DERIVED] Nonabox is a real, publicly-recorded E-commerce company (category tags: Babies|E-Commerce|Online Shopping) headquartered in Spain.",E-commerce,Babies|E-Commerce|Online Shopping,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Spain,Unknown - no external source,Medium (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
IDEA-00178,"[DERIVED] SnappyTV is a real, publicly-recorded Media & Entertainment company (category tags: Cloud Computing|Curated Web|Social Television|Television|Video) headquartered in United States.",Media & Entertainment,Cloud Computing|Curated Web|Social Television|Television|Video,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,Unknown - not stated in source data,United States,Unknown - no external source,High (dataset-derived),"Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment) (idea_description text is DERIVED, not sourced verbatim)",https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase
